geo_type,region,transportation_type,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17
country/region,Lithuania,driving,100,98.15,102.22,107.33,120.05,112.07,96.12,99.92,101.45,103.11,105.19,123.64,115.89,94.54,97.08,101.54,100.93,100.78,118.84,108.72,98.1,98.55,104.1,105.18,109.32,127.25,115.79,103.09,105.11,106.4,107.55,115.47,140.21,123.28,105.49,112.58,117.64,119.31,122.03,133.66,123.23,98.97,104.49,102.21,106.77,106.6,118.77,103.25,95.49,97.86,101.25,101.6,107.58,126.28,118.82,99.15,98.9,109.73,95.15,84.7,92.53,70.39,63.46,52.73,55.8,50.65,51.37,55.04,51.11,45.06,46.78,50.06,50.34,53.24,58.89,63.49,40.55,45.98,48.14,48.26,46.12,54.14,57.0,58.35,60.23,67.0,65.58,62.11,58.47,34.02,27.11,38.32,56.29,56.9,62.38,69.63
country/region,Lithuania,walking,100,99.21,111.09,109.1,139.24,118.85,89.11,97.36,95.41,99.04,111.65,154.41,236.75,133.6,98.16,106.41,111.79,117.81,132.92,120.02,91.49,118.32,121.49,116.64,124.78,151.09,136.21,99.69,103.8,105.84,119.82,130.76,177.29,153.64,115.37,129.57,133.57,145.73,155.83,166.49,133.12,96.14,111.14,112.22,119.02,111.79,135.53,127.53,89.62,105.42,114.6,123.39,130.11,160.11,154.24,102.21,106.61,121.21,101.45,88.89,98.36,59.88,58.12,44.17,51.72,50.55,48.2,52.91,41.93,38.47,35.98,42.73,45.9,46.81,53.3,55.77,32.29,36.46,39.1,35.72,32.78,36.35,42.42,47.46,54.07,61.27,58.61,50.24,52.0,37.65,30.03,31.9,40.01,41.11,44.37,59.71
country/region,Luxembourg,driving,100,98.06,95.12,103.03,100.71,87.19,75.75,96.94,96.91,95.07,97.63,100.48,84.33,73.95,95.47,95.18,95.32,95.53,98.69,87.22,77.85,96.56,95.01,99.11,100.32,100.54,87.95,69.59,96.96,102.13,103.62,101.41,110.86,89.15,74.07,89.04,91.02,87.1,88.19,100.62,82.6,72.98,92.77,94.01,91.08,137.89,98.98,89.82,76.01,96.58,93.73,96.23,105.27,97.48,87.76,73.26,88.76,89.18,83.72,74.98,77.71,53.82,46.81,57.07,43.03,33.2,28.48,26.93,18.2,18.43,23.72,23.6,24.68,24.33,25.91,22.38,18.85,24.77,25.34,26.12,25.73,26.81,24.12,23.27,27.85,28.18,29.56,30.05,31.95,27.54,21.48,22.79,30.44,30.74,31.88,33.99
country/region,Luxembourg,transit,100,96.05,92.65,97.1,100.71,94.58,88.16,94.54,92.1,95.55,94.96,106.51,83.87,83.96,89.71,87.61,91.73,93.95,93.11,99.03,95.67,96.56,105.29,94.96,88.87,97.1,95.93,76.27,91.14,90.21,94.58,95.63,96.35,96.14,82.15,106.05,97.31,94.29,89.58,94.88,86.48,85.59,105.38,97.1,97.98,109.37,106.17,104.49,105.12,114.95,115.71,118.14,112.01,115.08,121.13,98.03,99.58,87.15,98.24,75.85,71.1,57.03,47.92,41.96,28.39,20.29,20.37,18.56,14.28,13.31,16.42,13.65,15.96,12.81,15.29,16.8,13.99,16.55,16.3,14.95,14.7,12.31,16.34,13.36,16.63,17.14,19.49,21.08,20.12,20.24,16.34,14.57,18.4,20.83,19.07,18.73
country/region,Luxembourg,walking,100,108.38,113.36,118.44,125.5,115.08,81.05,104.85,114.33,109.12,108.7,129.82,118.57,74.39,96.62,101.59,115.01,110.65,128.01,124.01,83.73,108.15,109.55,122.46,120.8,135.64,134.92,70.42,91.2,106.02,109.12,109.8,137.84,127.75,82.18,101.19,104.38,109.57,97.53,117.2,115.97,71.61,102.4,107.15,103.06,104.47,128.56,121.63,82.5,98.07,108.4,108.17,107.17,120.69,136.3,73.74,93.87,92.22,99.23,89.39,88.05,76.54,56.91,60.87,45.98,38.24,41.54,38.77,25.16,33.05,34.96,33.47,32.97,32.41,38.37,40.6,24.14,30.73,32.3,35.69,31.77,34.6,41.24,45.66,38.01,43.41,46.34,47.32,47.4,51.15,42.75,38.79,41.0,41.28,43.41,44.11
country/region,Macao,driving,100,110.99,115.14,118.61,157.14,153.88,139.85,155.84,144.2,108.73,81.69,58.19,47.32,37.96,31.9,31.78,32.35,31.3,31.22,28.96,28.43,26.99,23.42,22.34,20.68,22.01,21.56,22.76,24.75,23.08,24.63,26.93,26.9,22.82,23.45,27.02,30.36,31.17,32.58,29.4,33.53,30.74,29.22,31.85,33.26,31.51,33.99,35.35,34.93,34.58,33.98,29.46,32.68,35.88,36.28,37.21,33.38,36.61,34.8,28.43,34.23,38.92,32.51,28.16,25.4,25.54,25.43,25.17,27.18,25.86,25.08,24.7,26.06,27.56,26.48,26.3,25.66,23.19,21.99,20.75,23.65,23.18,24.23,23.43,24.66,28.06,24.88,26.51,25.04,26.3,27.14,26.75,25.2,23.56,25.86,29.16
country/region,Macao,walking,100,114.97,118.3,129.82,173.98,169.86,157.28,179.09,159.86,111.75,80.49,59.88,40.94,33.49,24.46,20.32,19.26,19.48,17.24,16.11,15.44,13.37,11.07,10.79,10.25,8.79,7.51,9.62,8.87,9.18,9.14,10.39,11.04,8.44,9.87,12.87,17.04,15.81,16.82,14.96,16.1,14.75,13.79,14.47,15.7,16.68,17.2,19.58,18.64,18.92,18.76,14.76,17.49,16.56,20.32,18.07,18.96,17.53,17.4,17.97,21.58,23.41,22.97,17.99,16.66,16.39,17.41,18.01,17.1,16.94,16.24,16.5,16.6,16.37,17.04,16.37,14.8,14.44,13.55,13.71,12.81,14.02,15.35,14.54,15.83,18.23,17.71,17.62,16.31,16.49,18.1,17.27,15.84,16.14,16.95,19.69
country/region,Malaysia,driving,100,98.11,103.36,111.32,137.04,130.98,109.69,103.57,107.76,123.77,139.44,170.26,172.1,170.46,161.85,124.74,114.84,111.4,136.51,134.75,113.17,100.5,97.37,101.29,110.54,142.97,133.99,110.1,97.8,96.62,99.08,109.94,145.37,131.39,105.77,94.77,94.23,97.88,106.76,143.07,133.91,105.47,93.63,94.58,96.05,105.9,140.85,136.5,110.0,94.63,95.67,95.61,105.95,136.3,129.71,106.38,90.7,91.25,89.5,99.06,134.25,129.68,104.7,86.46,90.92,53.59,42.91,38.97,30.57,29.76,31.21,33.71,36.93,38.08,37.34,36.99,38.89,39.79,40.13,43.42,41.79,40.82,39.58,42.85,43.92,44.78,44.28,45.31,47.51,47.19,48.76,49.93,51.2,51.14,51.26,49.56
country/region,Malaysia,walking,100,97.46,100.35,110.03,130.19,125.64,104.91,103.77,104.65,111.72,119.97,137.01,155.33,143.07,127.42,106.25,108.2,100.54,106.83,109.2,92.89,85.64,84.2,84.98,96.91,112.09,112.14,89.74,84.0,83.27,84.75,93.33,116.58,106.73,84.19,76.85,78.7,80.09,83.48,105.24,107.95,82.94,75.28,72.55,75.24,84.43,106.87,106.84,84.0,73.62,73.59,73.58,77.07,97.61,95.76,75.18,68.38,64.65,65.93,70.2,91.48,85.02,67.0,55.43,45.64,33.84,29.35,26.67,22.09,20.34,22.39,22.8,25.76,26.88,27.04,27.02,27.05,27.15,28.61,31.08,30.8,29.62,29.88,32.08,32.44,33.69,34.39,34.26,36.05,36.58,36.18,38.56,39.06,40.18,37.5,37.94
country/region,Mexico,driving,100,100.53,102.35,106.06,127.97,134.25,93.02,99.86,98.24,98.54,103.06,125.88,132.98,91.64,95.34,95.59,97.85,103.95,131.82,138.16,97.29,92.83,97.7,96.65,102.16,123.82,132.78,91.93,98.9,101.42,103.35,114.35,152.62,148.02,103.95,104.15,103.08,104.29,109.57,135.59,146.51,104.9,101.38,99.87,100.1,103.94,131.15,141.72,96.36,94.55,96.33,98.55,103.76,129.77,142.61,96.45,82.96,98.22,99.53,102.63,132.65,142.31,97.35,80.27,75.86,68.46,65.28,69.84,62.58,41.83,46.66,44.21,42.82,44.2,49.05,49.65,35.04,41.52,41.5,41.39,41.34,46.09,45.68,33.35,39.47,40.31,42.44,38.8,35.13,37.77,32.18,39.94,40.05,41.18,41.56,47.31
country/region,Mexico,transit,100,100.05,100.15,101.98,110.88,96.82,77.79,99.28,98.72,98.51,101.45,109.94,97.91,76.61,95.72,96.48,96.5,98.53,111.68,93.02,68.97,77.51,94.93,96.12,99.74,111.23,101.97,79.59,96.97,97.32,98.71,103.8,115.75,106.37,82.76,99.33,98.87,99.54,101.83,118.52,118.07,89.77,98.62,97.37,94.41,101.61,113.27,103.91,76.32,93.0,95.62,94.23,97.72,111.96,103.79,76.99,74.38,93.47,99.59,96.81,105.55,87.97,60.9,61.03,68.63,58.78,54.03,49.89,40.13,31.55,35.65,34.12,32.68,31.48,31.83,29.4,25.33,28.12,28.1,27.32,25.55,25.87,24.4,22.13,24.66,24.84,24.9,22.66,21.23,21.08,22.5,26.55,25.44,25.0,24.36,24.24
country/region,Mexico,walking,100,102.15,105.42,107.62,127.85,135.02,87.85,100.97,101.37,101.64,105.31,125.38,136.68,90.47,97.69,97.0,97.43,103.85,125.87,136.75,98.29,84.11,98.39,97.86,104.94,125.62,135.29,90.55,99.0,102.93,105.61,115.16,152.47,154.55,107.0,108.47,105.64,106.04,113.14,138.41,155.14,109.27,103.58,101.79,100.35,108.48,132.13,145.41,96.7,100.09,101.21,102.31,108.38,131.06,144.5,105.88,87.91,101.1,104.8,109.64,130.03,138.81,96.3,72.48,79.45,70.54,64.42,63.61,54.03,35.34,42.18,39.17,37.89,38.09,41.23,40.9,27.96,35.99,36.18,35.03,34.98,37.98,37.09,26.25,33.99,34.79,35.21,30.98,27.94,30.28,25.26,34.44,34.91,36.02,35.14,39.2
country/region,Morocco,driving,100,99.8,101.5,108.9,121.4,143.32,131.57,125.79,130.38,135.43,135.24,140.48,146.61,131.6,106.67,104.64,105.64,105.87,114.12,134.8,125.96,107.51,107.27,113.29,109.6,121.23,140.21,130.78,110.68,110.07,114.3,113.72,128.88,146.06,129.27,117.5,119.15,118.34,121.35,127.93,144.15,134.85,113.4,114.4,114.98,117.64,132.97,145.77,135.07,108.98,108.42,114.44,109.68,124.89,137.16,122.44,103.66,103.35,102.38,96.79,98.86,100.34,74.76,60.04,47.18,41.46,34.18,30.68,17.58,14.92,16.38,15.65,16.0,15.28,15.79,13.43,13.29,16.03,16.51,16.11,16.09,16.32,16.83,13.94,16.13,16.87,17.35,16.76,17.62,16.1,16.78,18.45,17.09,17.91,17.13,17.69
country/region,Morocco,walking,100,101.91,105.99,109.61,125.7,129.57,121.68,125.45,130.9,133.42,125.68,135.62,145.52,132.82,120.43,122.29,119.54,122.96,131.79,151.16,139.04,127.4,123.33,126.72,123.27,145.58,155.46,146.32,134.8,135.39,138.1,133.02,148.83,165.91,146.49,142.79,138.71,154.04,148.54,155.77,158.91,148.26,137.04,142.59,139.29,146.4,156.91,176.63,145.2,141.07,135.18,135.89,138.59,144.35,158.77,142.56,131.89,126.0,126.08,117.3,107.25,94.22,71.97,49.74,37.18,23.08,19.55,17.8,13.69,11.19,12.45,13.52,13.53,14.21,13.71,12.97,13.11,14.92,14.18,15.24,15.3,15.35,14.7,13.41,14.07,15.65,15.72,15.99,16.81,15.49,14.92,16.81,14.54,16.34,15.46,15.16
country/region,Netherlands,driving,100,103.22,103.86,103.99,104.6,98.09,91.46,101.94,107.74,105.82,104.79,106.71,102.15,93.28,103.13,105.18,103.2,108.34,110.37,104.67,93.48,103.73,106.01,103.7,103.94,113.46,105.38,85.26,110.01,107.62,107.78,113.83,115.13,104.1,90.25,103.31,105.4,107.01,108.99,112.11,96.06,82.67,98.0,97.72,100.9,104.21,108.37,97.85,90.24,103.68,104.03,104.96,106.67,110.76,105.36,91.72,97.44,94.05,92.55,79.19,72.71,64.97,48.64,51.11,50.11,49.11,48.39,50.67,46.13,39.0,43.76,45.23,47.52,48.49,52.28,46.08,39.1,46.02,49.34,50.44,51.58,53.67,48.4,46.06,51.96,54.64,58.08,59.73,61.7,52.61,38.99,47.64,53.81,58.3,60.18,61.96
country/region,Netherlands,transit,100,100.13,101.53,102.6,111.68,111.47,101.94,100.32,101.05,101.38,103.56,116.13,115.33,105.83,103.27,104.24,104.94,112.14,123.18,122.75,113.56,110.63,109.12,108.95,111.71,125.36,121.21,107.59,113.55,110.37,106.84,117.97,128.68,131.35,124.8,124.77,122.8,120.26,122.46,124.53,125.87,113.82,118.06,112.27,112.03,117.38,125.76,116.19,102.7,105.51,101.49,102.39,108.89,122.02,119.53,101.4,98.01,94.36,90.51,77.33,69.44,61.84,43.19,32.44,27.85,24.39,22.51,22.32,21.25,18.55,19.1,19.48,20.08,20.37,20.62,19.38,17.62,20.2,20.92,20.01,20.18,20.15,19.57,21.01,22.29,22.87,22.99,23.53,23.4,21.61,19.9,22.26,23.22,24.5,24.49,23.6
country/region,Netherlands,walking,100,101.71,104.92,115.64,132.95,149.99,109.48,101.92,103.35,106.14,114.19,137.95,155.52,111.74,102.96,101.59,109.04,122.62,149.04,164.12,108.16,110.42,108.42,115.65,123.51,150.22,163.1,84.16,100.49,102.8,107.44,115.03,159.45,173.3,107.28,121.14,123.59,122.76,125.42,151.38,162.91,108.58,109.45,116.34,112.23,119.4,141.52,151.18,102.77,96.27,106.79,110.59,113.29,143.41,167.19,103.37,97.6,92.04,99.58,90.87,92.53,99.74,58.43,49.53,48.93,47.0,44.0,46.25,49.64,40.46,38.98,42.29,45.95,46.73,53.62,48.68,33.84,38.51,46.83,47.29,46.78,51.5,55.91,52.63,50.98,56.45,61.26,62.25,68.38,63.14,46.45,42.18,46.84,57.84,60.64,62.05
country/region,New Zealand,driving,100,102.94,105.58,115.94,107.02,97.92,101.9,103.19,106.85,109.24,128.77,115.17,100.11,103.33,102.37,102.63,103.61,110.78,105.37,91.13,98.12,108.51,119.93,100.48,112.09,107.56,104.48,104.59,110.32,112.65,114.02,135.42,118.38,103.9,107.75,110.15,112.45,115.93,127.27,116.53,105.16,103.24,108.05,110.38,112.87,120.26,111.59,98.86,97.36,101.53,104.21,105.76,117.9,111.65,97.25,97.97,97.82,101.0,101.58,110.32,103.76,87.15,84.0,79.91,80.12,76.21,80.46,68.01,55.18,62.7,61.24,47.6,15.98,14.39,11.5,11.1,14.53,15.58,16.47,16.2,16.41,13.63,12.7,16.14,17.09,18.02,19.08,12.05,15.28,11.66,12.05,16.53,16.98,17.32,17.49,14.61
country/region,New Zealand,transit,100,97.91,99.45,100.19,94.0,88.77,106.3,104.91,104.71,103.93,105.2,101.16,94.26,99.81,113.06,109.23,106.71,112.72,104.59,94.57,110.38,110.14,108.93,102.24,113.16,104.44,105.49,116.46,113.3,114.25,113.76,118.54,115.55,108.84,120.93,120.34,122.23,115.45,119.29,116.72,108.63,118.46,125.23,119.64,115.73,118.41,117.09,105.37,108.93,116.12,111.24,105.67,108.89,108.64,99.25,100.97,108.34,107.31,101.74,101.76,95.62,81.77,80.55,75.95,71.63,67.02,61.22,56.01,44.51,40.1,29.96,21.63,12.49,12.09,11.37,10.56,12.0,12.31,11.39,12.55,10.43,10.93,10.21,11.89,11.11,11.71,11.08,10.36,12.11,10.43,11.15,9.79,10.74,9.94,10.75,11.24
country/region,New Zealand,walking,100,100.65,101.9,104.58,101.78,91.61,98.34,103.46,105.69,106.95,110.06,112.21,102.89,94.75,104.44,103.34,104.18,105.46,110.03,94.23,99.42,110.2,110.08,97.64,115.26,109.69,101.32,109.78,111.25,113.32,117.95,127.72,131.05,115.87,116.79,116.44,119.24,119.77,125.97,134.07,126.18,120.35,120.96,121.2,121.24,124.22,126.98,104.86,109.21,106.72,106.18,111.45,117.8,127.14,110.31,95.41,98.57,99.72,101.42,109.0,109.03,88.34,81.03,76.32,77.25,69.39,70.28,65.76,53.25,48.73,46.54,39.75,24.38,22.45,24.13,24.91,23.54,27.85,27.22,26.67,25.54,27.65,28.27,23.51,24.63,23.89,23.23,27.29,28.19,22.94,19.32,19.67,19.63,21.87,20.85,23.19
country/region,Norway,driving,100,98.43,102.34,105.02,122.49,113.46,114.54,98.58,98.9,102.31,105.37,120.93,113.67,114.26,98.53,99.58,101.29,103.96,121.18,114.8,121.29,99.55,97.63,102.9,105.99,126.73,123.15,126.38,104.17,105.06,109.65,113.14,139.76,128.46,120.93,113.44,111.35,119.43,122.75,131.05,123.29,139.77,105.9,105.34,110.26,108.6,122.45,116.55,116.36,100.98,102.48,106.28,112.1,124.82,111.53,118.28,96.35,93.88,86.81,80.56,73.72,59.14,51.2,56.73,54.58,54.07,55.82,58.87,55.9,53.79,59.29,57.57,59.26,62.82,64.12,61.53,58.65,67.54,69.14,70.62,71.62,76.72,64.39,63.56,81.79,82.87,79.99,71.7,68.83,57.14,65.55,76.24,76.83,80.47,81.25,87.04
country/region,Norway,transit,100,103.33,102.63,106.54,118.12,117.65,107.06,106.9,106.04,108.67,108.15,115.52,125.04,112.65,106.31,106.06,103.15,101.91,117.04,129.4,115.77,101.54,107.47,112.5,115.49,121.35,129.0,114.92,109.8,110.88,110.94,111.25,119.14,121.68,111.92,115.37,112.58,111.39,119.95,119.96,123.0,114.14,105.86,103.2,107.58,106.18,114.45,119.83,109.7,101.61,100.95,107.91,105.5,110.04,111.71,100.39,93.39,88.36,78.62,56.74,44.42,39.74,32.91,30.71,31.19,29.63,28.04,30.97,30.54,32.88,31.74,30.74,30.96,31.17,32.13,31.12,31.04,33.88,34.08,33.88,31.43,31.38,32.64,32.94,36.26,35.07,36.43,35.65,36.35,31.09,37.23,41.67,41.23,45.35,41.48,43.72
country/region,Norway,walking,100,101.67,106.64,112.36,125.0,151.14,97.13,100.05,105.47,111.33,111.55,128.31,149.82,93.42,93.52,100.93,102.08,105.39,125.36,146.09,98.38,98.95,101.5,105.74,114.21,134.48,147.11,84.24,104.17,110.3,112.89,117.0,135.62,151.0,87.75,106.78,108.68,112.33,104.2,129.65,142.7,95.05,99.84,104.47,106.49,107.21,127.08,134.15,84.6,97.44,99.59,103.92,117.17,126.12,133.68,80.99,93.36,89.19,89.43,70.85,61.01,53.76,36.73,50.86,51.59,53.44,55.24,58.9,62.58,51.25,50.51,49.21,52.63,56.75,57.49,60.4,54.9,59.73,60.81,59.26,56.5,65.04,62.01,54.89,74.38,74.17,64.54,67.45,67.97,44.77,56.79,55.46,59.34,72.18,70.56,76.11
country/region,Philippines,driving,100,100.24,103.21,103.05,118.16,106.21,102.14,96.36,99.39,98.52,107.16,133.99,112.1,102.12,92.9,91.66,91.15,90.35,102.45,95.24,86.73,83.64,82.17,81.29,87.72,107.52,96.73,88.15,83.01,84.3,84.8,90.36,114.94,100.02,91.69,86.92,88.97,86.9,90.84,108.61,102.0,93.46,95.18,86.95,83.34,84.11,105.69,94.34,85.29,78.76,78.13,77.74,82.83,102.67,93.65,80.64,71.25,67.78,60.2,53.63,63.58,48.06,36.39,35.76,30.72,26.86,23.55,21.6,20.26,19.89,19.51,18.94,18.71,18.52,18.06,17.67,17.98,17.56,17.71,17.1,17.45,17.31,17.06,19.37,19.05,20.37,18.2,17.37,18.34,18.02,19.83,19.55,20.04,19.37,19.94,19.23
country/region,Philippines,transit,100,98.82,101.03,97.04,104.79,96.78,101.63,100.43,101.46,106.43,107.95,116.78,95.34,91.41,93.62,87.09,90.46,84.23,89.9,82.7,79.31,81.99,84.64,82.75,89.09,91.32,88.25,84.16,82.32,80.73,86.53,85.97,99.05,91.34,88.61,85.04,84.55,84.49,83.67,91.19,82.81,86.92,86.12,85.2,78.3,79.57,91.83,79.89,78.3,75.4,74.41,74.41,77.72,85.69,78.15,77.24,67.45,62.03,54.84,47.18,50.51,37.9,33.11,28.6,29.01,25.55,23.08,19.98,22.88,20.46,19.72,18.16,19.47,20.59,18.67,17.92,19.15,19.7,18.54,17.49,19.49,18.69,17.47,22.3,20.16,34.53,20.13,20.95,20.99,20.35,21.7,22.47,21.04,19.47,20.52,20.09
country/region,Philippines,walking,100,105.29,110.42,113.7,126.92,117.15,115.68,112.73,116.09,118.54,126.51,156.07,131.56,116.85,108.88,108.25,108.9,106.76,112.81,106.03,98.37,93.63,92.65,91.46,93.74,112.94,103.0,93.6,89.2,92.04,91.49,98.33,126.68,110.69,95.59,93.09,96.74,92.38,97.79,108.2,102.15,97.81,94.48,88.54,86.74,88.01,106.72,97.38,85.61,82.84,81.11,83.5,86.4,102.51,87.42,81.13,73.01,66.03,64.8,56.67,53.41,43.03,37.48,47.09,47.76,41.32,35.21,31.85,31.04,27.38,26.77,25.16,26.74,24.79,25.66,23.84,25.53,23.1,21.88,21.93,21.6,23.04,20.77,25.51,24.65,29.2,22.79,21.3,22.28,21.03,22.53,22.32,22.14,21.67,22.49,22.08
country/region,Poland,driving,100,101.09,103.79,108.02,122.96,110.25,97.99,102.17,101.87,103.91,106.6,120.92,109.57,97.06,102.26,101.66,105.25,107.4,121.13,110.21,98.24,104.68,104.75,107.42,110.14,127.72,123.46,106.91,107.18,105.5,107.51,112.8,136.51,126.18,111.76,110.33,109.42,112.25,113.5,127.95,115.87,103.59,104.7,106.9,104.46,107.81,122.21,104.55,99.16,101.58,101.5,101.92,104.6,119.81,102.53,96.15,96.24,93.93,88.81,77.49,69.31,50.63,42.34,45.09,45.27,46.22,44.21,43.4,35.54,33.92,39.98,41.65,36.15,37.32,39.82,36.7,31.42,36.85,37.38,36.33,35.78,36.6,29.51,30.2,37.44,39.56,41.94,43.48,40.34,25.88,19.78,26.98,40.16,42.75,43.04,45.54
country/region,Poland,walking,100,98.98,106.14,108.21,125.44,127.23,94.38,103.25,102.27,98.73,105.54,127.56,122.84,86.68,101.08,97.71,93.92,103.17,130.87,132.36,94.84,107.99,102.45,105.21,107.15,132.31,138.24,101.55,103.19,104.69,106.34,120.41,153.65,151.64,111.39,123.96,120.41,122.87,128.8,137.91,141.61,89.85,108.53,115.05,110.24,114.95,143.57,139.04,101.95,104.14,105.4,102.14,113.93,139.0,140.02,104.38,101.3,98.0,89.47,76.19,65.38,37.67,33.35,33.27,35.77,38.98,33.37,31.39,24.7,22.38,27.59,28.43,24.24,25.21,29.12,31.9,20.97,23.61,24.37,22.57,23.09,23.16,20.6,19.37,25.1,27.25,27.56,28.93,27.81,19.76,16.22,15.9,23.52,25.91,27.57,29.85
country/region,Portugal,driving,100,98.87,98.6,101.02,116.97,124.07,107.25,99.11,100.59,100.62,101.74,116.73,127.65,107.63,98.26,100.63,100.89,108.16,123.61,131.86,116.13,108.11,107.63,114.07,115.19,133.97,141.11,121.32,116.64,114.0,115.95,119.56,151.81,157.05,130.4,123.16,121.3,122.04,124.48,146.89,161.0,151.23,148.82,122.44,122.69,121.11,137.48,139.29,117.51,109.9,111.21,112.75,115.23,132.27,148.35,119.55,107.63,104.44,99.32,83.92,77.63,63.77,45.72,42.91,36.97,34.09,25.37,23.05,20.09,18.49,21.86,22.6,22.97,22.11,24.01,20.84,17.95,21.15,22.59,22.27,24.47,24.97,20.79,17.4,23.48,25.35,27.97,21.94,17.58,18.04,16.78,21.54,28.86,27.83,26.62,29.48
country/region,Portugal,walking,100,93.44,93.92,96.73,126.34,139.72,109.99,103.41,103.45,101.53,107.45,125.57,146.54,107.71,99.39,102.94,105.28,100.36,130.61,151.97,123.14,123.49,119.75,120.97,127.68,158.25,166.27,125.03,127.67,126.03,124.72,135.21,182.23,195.54,140.03,148.49,145.88,146.13,144.58,174.88,196.41,166.78,184.18,140.22,140.09,143.13,172.03,174.27,125.13,130.3,125.47,131.21,139.83,167.22,180.98,132.29,133.65,130.08,120.96,103.62,99.85,86.58,51.54,40.36,28.43,23.06,15.8,11.92,11.63,11.29,12.41,12.67,13.38,12.5,13.18,12.34,11.15,10.58,12.08,11.47,15.8,15.92,13.43,10.21,13.82,15.6,15.33,13.57,12.9,13.38,12.23,13.77,14.95,14.4,13.26,15.25
country/region,Republic of Korea,driving,100,98.53,101.94,108.13,122.17,113.73,110.31,108.45,105.33,112.78,134.89,132.5,133.36,119.25,101.94,97.54,95.77,104.55,106.2,83.78,80.08,80.06,77.33,76.93,76.81,85.16,79.42,79.03,81.57,80.72,84.53,85.16,96.68,83.25,76.41,78.7,82.67,81.38,79.4,79.63,67.53,64.55,62.29,62.25,61.46,55.92,55.41,51.12,52.72,52.48,53.41,52.79,53.55,57.92,55.26,56.98,53.45,56.01,54.97,55.19,60.69,54.44,53.37,52.49,54.39,53.18,54.92,65.77,59.72,55.75,56.17,56.38,55.21,54.29,62.41,60.07,56.55,56.24,58.4,59.07,59.06,71.97,65.09,58.14,60.28,59.74,59.07,58.76,69.49,60.85,57.41,59.57,68.22,58.92,58.76,68.86
country/region,Republic of Korea,walking,100,101.26,104.37,109.61,128.68,124.37,113.47,108.11,104.4,100.02,102.91,103.55,112.88,105.85,100.29,103.57,99.09,109.83,110.04,87.13,78.41,79.0,74.19,69.37,72.17,83.12,80.64,77.53,80.29,76.27,81.82,84.33,94.45,78.61,67.55,75.78,79.84,79.71,75.08,71.52,62.77,57.99,51.5,54.24,50.56,41.83,40.67,38.09,39.13,37.82,37.45,35.81,39.03,39.29,40.01,43.69,35.61,39.77,39.24,43.04,43.48,39.21,37.78,37.25,39.14,37.37,39.5,49.45,45.47,43.47,41.14,42.81,40.62,39.1,45.8,44.31,42.05,41.88,43.68,42.13,44.39,50.92,43.89,43.4,40.23,41.09,41.29,44.61,51.64,42.6,41.57,42.92,54.34,43.37,39.07,50.73
country/region,Romania,driving,100,98.15,98.69,99.2,107.51,98.25,93.67,96.71,95.43,95.58,103.59,105.27,96.56,97.4,92.93,91.87,91.41,94.44,100.48,95.8,94.46,92.1,92.72,93.78,89.84,100.86,94.28,93.56,93.72,96.11,98.29,101.33,116.74,105.11,105.2,100.8,99.18,102.38,105.7,115.4,103.33,102.36,96.28,94.67,95.03,93.6,104.1,91.31,89.29,89.36,92.22,92.5,92.41,104.37,95.31,87.57,84.96,82.48,77.04,68.92,64.27,48.99,46.41,48.01,46.57,45.23,43.4,44.0,35.68,32.11,31.61,31.88,25.69,25.83,25.29,21.3,22.94,28.56,28.38,28.29,28.66,28.21,23.8,25.33,29.72,30.76,31.29,31.13,31.44,24.93,26.6,32.88,34.35,35.52,34.22,28.5
